Date_Time,North_Pole_Field_Gauss,South_Pole_Field_Gauss,Average_Field_Gauss,North_Filtered_Gauss,South_Filtered_Gauss,Average_Filtered_Gauss
1992:12:03_21h:07m:13s,87N,-127S,107Avg,85Nf,-127Sf,106Avgf
1992:12:13_21h:07m:13s,71N,-135S,103Avg,84Nf,-128Sf,106Avgf
1992:12:23_21h:07m:13s,61N,-147S,104Avg,83Nf,-129Sf,106Avgf
1993:01:02_21h:07m:13s,51N,-149S,100Avg,82Nf,-129Sf,106Avgf
1993:01:12_21h:07m:13s,47N,-144S,95Avg,81Nf,-130Sf,105Avgf
1993:01:22_21h:07m:13s,56N,-142S,99Avg,81Nf,-130Sf,105Avgf
1993:02:01_21h:07m:13s,54N,-145S,99Avg,80Nf,-130Sf,105Avgf
1993:02:11_21h:07m:13s,61N,-153S,107Avg,79Nf,-130Sf,105Avgf
1993:02:21_21h:07m:13s,49N,-167S,108Avg,79Nf,-130Sf,104Avgf
1993:03:03_21h:07m:13s,44N,-149S,96Avg,78Nf,-130Sf,104Avgf
1993:03:13_21h:07m:13s,44N,-155S,100Avg,78Nf,-130Sf,104Avgf
1993:03:23_21h:07m:13s,49N,-154S,102Avg,77Nf,-129Sf,103Avgf
1993:04:02_21h:07m:13s,51N,-153S,102Avg,77Nf,-129Sf,103Avgf
1993:04:12_21h:07m:13s,48N,-151S,100Avg,76Nf,-129Sf,103Avgf
1993:04:22_21h:07m:13s,50N,-145S,98Avg,76Nf,-128Sf,102Avgf
1993:05:02_21h:07m:13s,63N,-148S,105Avg,76Nf,-128Sf,102Avgf
1993:05:12_21h:07m:13s,72N,-143S,108Avg,75Nf,-127Sf,101Avgf
1993:05:22_21h:07m:13s,75N,-126S,101Avg,75Nf,-127Sf,101Avgf
1993:06:01_21h:07m:13s,80N,-122S,101Avg,75Nf,-127Sf,101Avgf
1993:06:11_21h:07m:13s,84N,-106S,95Avg,75Nf,-126Sf,100Avgf
1993:06:21_21h:07m:13s,91N,-117S,104Avg,75Nf,-126Sf,100Avgf
1993:07:01_21h:07m:13s,92N,-112S,102Avg,74Nf,-125Sf,100Avgf
1993:07:11_21h:07m:13s,108N,-110S,109Avg,74Nf,-125Sf,100Avgf
1993:07:21_21h:07m:13s,100N,-97S,99Avg,74Nf,-124Sf,99Avgf
1993:07:31_21h:07m:13s,98N,-99S,98Avg,74Nf,-124Sf,99Avgf
1993:08:10_21h:07m:13s,99N,-99S,99Avg,74Nf,-124Sf,99Avgf
1993:08:20_21h:07m:13s,102N,-93S,97Avg,74Nf,-124Sf,99Avgf
1993:08:30_21h:07m:13s,102N,-89S,96Avg,75Nf,-123Sf,99Avgf
1993:09:09_21h:07m:13s,103N,-81S,92Avg,75Nf,-123Sf,99Avgf
1993:09:19_21h:07m:13s,107N,-86S,97Avg,75Nf,-123Sf,99Avgf
1993:09:29_21h:07m:13s,109N,-83S,96Avg,75Nf,-123Sf,99Avgf
1993:10:09_21h:07m:13s,101N,-92S,97Avg,75Nf,-123Sf,99Avgf
1993:10:19_21h:07m:13s,89N,-90S,90Avg,76Nf,-123Sf,99Avgf
1993:10:29_21h:07m:13s,86N,-89S,88Avg,76Nf,-123Sf,99Avgf
1993:11:08_21h:07m:13s,83N,-90S,87Avg,76Nf,-123Sf,99Avgf
1993:11:18_21h:07m:13s,75N,-94S,85Avg,76Nf,-123Sf,100Avgf
1993:11:28_21h:07m:13s,68N,-96S,82Avg,77Nf,-123Sf,100Avgf
1993:12:08_21h:07m:13s,66N,-114S,90Avg,77Nf,-123Sf,100Avgf
1993:12:18_21h:07m:13s,58N,-117S,88Avg,77Nf,-123Sf,100Avgf
1993:12:28_21h:07m:13s,60N,-132S,96Avg,78Nf,-123Sf,100Avgf
1994:01:07_21h:07m:13s,66N,-165S,116Avg,78Nf,-123Sf,101Avgf
1994:01:17_21h:07m:13s,66N,-163S,114Avg,78Nf,-123Sf,101Avgf
1994:01:27_21h:07m:13s,61N,-160S,110Avg,79Nf,-123Sf,101Avgf
1994:02:06_21h:07m:13s,55N,-156S,106Avg,79Nf,-124Sf,101Avgf
1994:02:16_21h:07m:13s,52N,-160S,106Avg,79Nf,-124Sf,101Avgf
1994:02:26_21h:07m:13s,54N,-157S,106Avg,80Nf,-124Sf,102Avgf
1994:03:08_21h:07m:13s,52N,-157S,104Avg,80Nf,-124Sf,102Avgf
1994:03:18_21h:07m:13s,52N,-159S,106Avg,80Nf,-124Sf,102Avgf
1994:03:28_21h:07m:13s,53N,-161S,107Avg,80Nf,-124Sf,102Avgf
1994:04:07_21h:07m:13s,63N,-172S,117Avg,81Nf,-124Sf,103Avgf
1994:04:17_21h:07m:13s,72N,-171S,121Avg,81Nf,-125Sf,103Avgf
1994:04:27_21h:07m:13s,75N,-174S,125Avg,81Nf,-125Sf,103Avgf
1994:05:07_21h:07m:13s,82N,-154S,118Avg,81Nf,-125Sf,103Avgf
1994:05:17_21h:07m:13s,81N,-150S,115Avg,82Nf,-125Sf,103Avgf
1994:05:27_21h:07m:13s,74N,-135S,104Avg,82Nf,-125Sf,103Avgf
1994:06:06_21h:07m:13s,80N,-131S,106Avg,82Nf,-125Sf,103Avgf
1994:06:16_21h:07m:13s,83N,-121S,102Avg,82Nf,-125Sf,103Avgf
1994:06:26_21h:07m:13s,100N,-117S,108Avg,82Nf,-125Sf,104Avgf
1994:07:06_21h:07m:13s,92N,-90S,91Avg,83Nf,-125Sf,104Avgf
1994:07:16_21h:07m:13s,99N,-85S,92Avg,83Nf,-124Sf,104Avgf
1994:07:26_21h:07m:13s,99N,-86S,92Avg,83Nf,-124Sf,104Avgf
1994:08:05_21h:07m:13s,107N,-97S,102Avg,84Nf,-124Sf,104Avgf
1994:08:15_21h:07m:13s,100N,-84S,92Avg,84Nf,-124Sf,104Avgf
1994:08:25_21h:07m:13s,117N,-101S,109Avg,84Nf,-124Sf,104Avgf
1994:09:04_21h:07m:13s,123N,-86S,104Avg,84Nf,-123Sf,104Avgf
1994:09:14_21h:07m:13s,122N,-82S,102Avg,85Nf,-123Sf,104Avgf
1994:09:24_21h:07m:13s,117N,-78S,98Avg,85Nf,-123Sf,104Avgf
1994:10:04_21h:07m:13s,106N,-80S,93Avg,86Nf,-122Sf,104Avgf
1994:10:14_21h:07m:13s,100N,-87S,93Avg,86Nf,-122Sf,104Avgf
1994:10:24_21h:07m:13s,99N,-84S,91Avg,86Nf,-122Sf,104Avgf
1994:11:03_21h:07m:13s,101N,-91S,96Avg,87Nf,-121Sf,104Avgf
1994:11:13_21h:07m:13s,98N,-100S,99Avg,87Nf,-121Sf,104Avgf
1994:11:23_21h:07m:13s,96N,-108S,102Avg,88Nf,-120Sf,104Avgf
1994:12:03_21h:07m:13s,91N,-115S,103Avg,88Nf,-120Sf,104Avgf
1994:12:13_21h:07m:13s,86N,-124S,105Avg,88Nf,-119Sf,104Avgf
1994:12:23_21h:07m:13s,68N,-120S,94Avg,89Nf,-119Sf,104Avgf
1995:01:02_21h:07m:13s,70N,-132S,101Avg,89Nf,-118Sf,104Avgf
1995:01:12_21h:07m:13s,69N,-124S,96Avg,90Nf,-118Sf,104Avgf
1995:01:22_21h:07m:13s,75N,-164S,119Avg,90Nf,-117Sf,104Avgf
1995:02:01_21h:07m:13s,54N,-164S,109Avg,90Nf,-117Sf,103Avgf
1995:02:11_21h:07m:13s,55N,-157S,106Avg,91Nf,-116Sf,103Avgf
1995:02:21_21h:07m:13s,49N,-149S,99Avg,91Nf,-115Sf,103Avgf
1995:03:03_21h:07m:13s,57N,-138S,97Avg,91Nf,-115Sf,103Avgf
1995:03:13_21h:07m:13s,60N,-154S,107Avg,92Nf,-114Sf,103Avgf
1995:03:23_21h:07m:13s,65N,-172S,119Avg,92Nf,-114Sf,103Avgf
1995:04:02_21h:07m:13s,73N,-156S,115Avg,92Nf,-113Sf,103Avgf
1995:04:12_21h:07m:13s,75N,-134S,105Avg,92Nf,-113Sf,103Avgf
1995:04:22_21h:07m:13s,80N,-134S,107Avg,93Nf,-112Sf,102Avgf
1995:05:02_21h:07m:13s,79N,-138S,109Avg,93Nf,-112Sf,102Avgf
1995:05:12_21h:07m:13s,89N,-126S,108Avg,93Nf,-111Sf,102Avgf
1995:05:22_21h:07m:13s,91N,-121S,106Avg,93Nf,-111Sf,102Avgf
1995:06:01_21h:07m:13s,97N,-110S,104Avg,94Nf,-110Sf,102Avgf
1995:06:11_21h:07m:13s,108N,-114S,111Avg,94Nf,-110Sf,102Avgf
1995:06:21_21h:07m:13s,118N,-108S,113Avg,94Nf,-109Sf,101Avgf
1995:07:01_21h:07m:13s,126N,-101S,114Avg,94Nf,-108Sf,101Avgf
1995:07:11_21h:07m:13s,126N,-80S,103Avg,94Nf,-108Sf,101Avgf
1995:07:21_21h:07m:13s,118N,-70S,94Avg,95Nf,-107Sf,101Avgf
1995:07:31_21h:07m:13s,114N,-71S,93Avg,95Nf,-106Sf,101Avgf
1995:08:10_21h:07m:13s,106N,-75S,91Avg,95Nf,-106Sf,100Avgf
1995:08:20_21h:07m:13s,108N,-70S,89Avg,95Nf,-105Sf,100Avgf
1995:08:30_21h:07m:13s,125N,-71S,98Avg,96Nf,-104Sf,100Avgf
1995:09:09_21h:07m:13s,122N,-70S,96Avg,96Nf,-104Sf,100Avgf
1995:09:19_21h:07m:13s,126N,-72S,99Avg,96Nf,-103Sf,99Avgf
1995:09:29_21h:07m:13s,113N,-75S,94Avg,96Nf,-102Sf,99Avgf
1995:10:09_21h:07m:13s,113N,-75S,94Avg,97Nf,-101Sf,99Avgf
1995:10:19_21h:07m:13s,112N,-80S,96Avg,97Nf,-100Sf,99Avgf
1995:10:29_21h:07m:13s,111N,-75S,93Avg,97Nf,-99Sf,98Avgf
1995:11:08_21h:07m:13s,111N,-78S,95Avg,98Nf,-98Sf,98Avgf
1995:11:18_21h:07m:13s,105N,-87S,96Avg,98Nf,-98Sf,98Avgf
1995:11:28_21h:07m:13s,98N,-93S,95Avg,98Nf,-97Sf,97Avgf
1995:12:08_21h:07m:13s,88N,-96S,92Avg,99Nf,-96Sf,97Avgf
1995:12:18_21h:07m:13s,49N,-41S,45Avg,99Nf,-95Sf,97Avgf
1995:12:28_21h:07m:13s,56N,-139S,98Avg,99Nf,-94Sf,97Avgf
1996:01:07_21h:07m:13s,95N,-148S,121Avg,99Nf,-93Sf,96Avgf
1996:01:17_21h:07m:13s,97N,-125S,111Avg,100Nf,-92Sf,96Avgf
1996:01:27_21h:07m:13s,108N,-109S,109Avg,100Nf,-92Sf,96Avgf
1996:02:06_21h:07m:13s,83N,-95S,89Avg,100Nf,-91Sf,95Avgf
1996:02:16_21h:07m:13s,63N,-108S,86Avg,100Nf,-90Sf,95Avgf
1996:02:26_21h:07m:13s,56N,-120S,88Avg,100Nf,-89Sf,95Avgf
1996:03:07_21h:07m:13s,72N,-123S,98Avg,100Nf,-89Sf,95Avgf
1996:03:17_21h:07m:13s,75N,-133S,104Avg,101Nf,-88Sf,94Avgf
1996:03:27_21h:07m:13s,73N,-129S,101Avg,101Nf,-88Sf,94Avgf
1996:04:06_21h:07m:13s,74N,-130S,102Avg,101Nf,-87Sf,94Avgf
1996:04:16_21h:07m:13s,108N,-106S,107Avg,101Nf,-87Sf,94Avgf
1996:04:26_21h:07m:13s,106N,-103S,105Avg,101Nf,-87Sf,94Avgf
1996:05:06_21h:07m:13s,105N,-102S,104Avg,101Nf,-86Sf,94Avgf
1996:05:16_21h:07m:13s,89N,-99S,94Avg,101Nf,-86Sf,93Avgf
1996:05:26_21h:07m:13s,95N,-82S,89Avg,101Nf,-86Sf,93Avgf
1996:06:05_21h:07m:13s,103N,-80S,91Avg,101Nf,-86Sf,93Avgf
1996:06:15_21h:07m:13s,112N,-76S,94Avg,101Nf,-86Sf,93Avgf
1996:06:25_21h:07m:13s,114N,-81S,98Avg,101Nf,-85Sf,93Avgf
1996:07:05_21h:07m:13s,111N,-73S,92Avg,101Nf,-85Sf,93Avgf
1996:07:15_21h:07m:13s,108N,-67S,88Avg,100Nf,-85Sf,93Avgf
1996:07:25_21h:07m:13s,119N,-60S,89Avg,100Nf,-85Sf,93Avgf
1996:08:04_21h:07m:13s,121N,-60S,90Avg,100Nf,-85Sf,93Avgf
1996:08:14_21h:07m:13s,123N,-60S,91Avg,100Nf,-85Sf,93Avgf
1996:08:24_21h:07m:13s,114N,-57S,86Avg,100Nf,-85Sf,93Avgf
1996:09:03_21h:07m:13s,124N,-48S,86Avg,100Nf,-85Sf,93Avgf
1996:09:13_21h:07m:13s,117N,-51S,84Avg,100Nf,-85Sf,93Avgf
1996:09:23_21h:07m:13s,119N,-52S,85Avg,100Nf,-85Sf,93Avgf
1996:10:03_21h:07m:13s,114N,-64S,89Avg,100Nf,-85Sf,93Avgf
1996:10:13_21h:07m:13s,135N,-65S,100Avg,100Nf,-85Sf,93Avgf
1996:10:23_21h:07m:13s,137N,-68S,103Avg,100Nf,-85Sf,93Avgf
1996:11:02_21h:07m:13s,134N,-59S,97Avg,100Nf,-85Sf,93Avgf
1996:11:12_21h:07m:13s,118N,-62S,90Avg,100Nf,-85Sf,93Avgf
1996:11:22_21h:07m:13s,114N,-60S,87Avg,100Nf,-85Sf,93Avgf
1996:12:02_21h:07m:13s,103N,-77S,90Avg,100Nf,-85Sf,93Avgf
1996:12:12_21h:07m:13s,84N,-87S,86Avg,100Nf,-85Sf,92Avgf
1996:12:22_21h:07m:13s,77N,-92S,85Avg,100Nf,-85Sf,92Avgf
1997:01:01_21h:07m:13s,74N,-87S,81Avg,100Nf,-84Sf,92Avgf
1997:01:11_21h:07m:13s,76N,-84S,80Avg,100Nf,-84Sf,92Avgf
1997:01:21_21h:07m:13s,63N,-93S,78Avg,100Nf,-84Sf,92Avgf
1997:01:31_21h:07m:13s,57N,-103S,80Avg,100Nf,-84Sf,92Avgf
1997:02:10_21h:07m:13s,61N,-108S,84Avg,100Nf,-84Sf,92Avgf
1997:02:20_21h:07m:13s,76N,-114S,95Avg,100Nf,-84Sf,92Avgf
1997:03:02_21h:07m:13s,78N,-127S,102Avg,99Nf,-83Sf,91Avgf
1997:03:12_21h:07m:13s,78N,-136S,107Avg,99Nf,-83Sf,91Avgf
1997:03:22_21h:07m:13s,73N,-134S,104Avg,99Nf,-83Sf,91Avgf
1997:04:01_21h:07m:13s,83N,-122S,102Avg,99Nf,-82Sf,91Avgf
1997:04:11_21h:07m:13s,83N,-114S,98Avg,99Nf,-82Sf,90Avgf
1997:04:21_21h:07m:13s,78N,-108S,93Avg,98Nf,-82Sf,90Avgf
1997:05:01_21h:07m:13s,84N,-112S,98Avg,98Nf,-81Sf,90Avgf
1997:05:11_21h:07m:13s,93N,-106S,100Avg,98Nf,-81Sf,89Avgf
1997:05:21_21h:07m:13s,105N,-103S,104Avg,97Nf,-80Sf,89Avgf
1997:05:31_21h:07m:13s,100N,-90S,95Avg,97Nf,-80Sf,88Avgf
1997:06:10_21h:07m:13s,110N,-79S,95Avg,97Nf,-79Sf,88Avgf
1997:06:20_21h:07m:13s,106N,-71S,89Avg,97Nf,-78Sf,88Avgf
1997:06:30_21h:07m:13s,105N,-65S,85Avg,96Nf,-78Sf,87Avgf
1997:07:10_21h:07m:13s,101N,-54S,77Avg,96Nf,-77Sf,87Avgf
1997:07:20_21h:07m:13s,115N,-51S,83Avg,96Nf,-76Sf,86Avgf
1997:07:30_21h:07m:13s,128N,-44S,86Avg,96Nf,-75Sf,86Avgf
1997:08:09_21h:07m:13s,119N,-55S,87Avg,95Nf,-74Sf,85Avgf
1997:08:19_21h:07m:13s,120N,-53S,87Avg,95Nf,-73Sf,84Avgf
1997:08:29_21h:07m:13s,125N,-45S,85Avg,95Nf,-72Sf,84Avgf
1997:09:08_21h:07m:13s,128N,-47S,87Avg,95Nf,-71Sf,83Avgf
1997:09:18_21h:07m:13s,120N,-42S,81Avg,95Nf,-70Sf,83Avgf
1997:09:28_21h:07m:13s,111N,-42S,77Avg,95Nf,-69Sf,82Avgf
1997:10:08_21h:07m:13s,117N,-34S,76Avg,95Nf,-68Sf,81Avgf
1997:10:18_21h:07m:13s,122N,-27S,74Avg,95Nf,-67Sf,81Avgf
1997:10:28_21h:07m:13s,112N,-25S,69Avg,95Nf,-66Sf,80Avgf
1997:11:07_21h:07m:13s,102N,-17S,59Avg,95Nf,-64Sf,80Avgf
1997:11:17_21h:07m:13s,89N,-68S,79Avg,95Nf,-63Sf,79Avgf
1997:11:27_21h:07m:13s,98N,-77S,87Avg,95Nf,-62Sf,78Avgf
1997:12:07_21h:07m:13s,103N,-64S,84Avg,95Nf,-61Sf,78Avgf
1997:12:17_21h:07m:13s,98N,-50S,74Avg,95Nf,-60Sf,77Avgf
1997:12:27_21h:07m:13s,92N,-48S,70Avg,95Nf,-58Sf,77Avgf
1998:01:06_21h:07m:13s,82N,-69S,75Avg,95Nf,-57Sf,76Avgf
1998:01:16_21h:07m:13s,63N,-77S,70Avg,95Nf,-56Sf,76Avgf
1998:01:26_21h:07m:13s,63N,-77S,70Avg,95Nf,-55Sf,75Avgf
1998:02:05_21h:07m:13s,63N,-80S,72Avg,95Nf,-54Sf,75Avgf
1998:02:15_21h:07m:13s,48N,-91S,70Avg,95Nf,-53Sf,74Avgf
1998:02:25_21h:07m:13s,50N,-95S,72Avg,95Nf,-53Sf,74Avgf
1998:03:07_21h:07m:13s,41N,-81S,61Avg,95Nf,-52Sf,73Avgf
1998:03:17_21h:07m:13s,49N,-83S,66Avg,95Nf,-51Sf,73Avgf
1998:03:27_21h:07m:13s,48N,-67S,57Avg,95Nf,-50Sf,73Avgf
1998:04:06_21h:07m:13s,54N,-65S,59Avg,95Nf,-50Sf,72Avgf
1998:04:16_21h:07m:13s,72N,-60S,66Avg,94Nf,-49Sf,72Avgf
1998:04:26_21h:07m:13s,74N,-62S,68Avg,94Nf,-49Sf,72Avgf
1998:05:06_21h:07m:13s,96N,-83S,90Avg,94Nf,-48Sf,71Avgf
1998:05:16_21h:07m:13s,101N,-77S,89Avg,94Nf,-48Sf,71Avgf
1998:05:26_21h:07m:13s,119N,-72S,96Avg,93Nf,-48Sf,71Avgf
1998:06:05_21h:07m:13s,102N,-50S,76Avg,93Nf,-48Sf,70Avgf
1998:06:15_21h:07m:13s,114N,-43S,78Avg,93Nf,-47Sf,70Avgf
1998:06:25_21h:07m:13s,101N,-34S,68Avg,92Nf,-47Sf,70Avgf
1998:07:05_21h:07m:13s,107N,-19S,63Avg,92Nf,-47Sf,69Avgf
1998:07:15_21h:07m:13s,108N,-15S,61Avg,91Nf,-47Sf,69Avgf
1998:07:25_21h:07m:13s,116N,-21S,69Avg,91Nf,-46Sf,69Avgf
1998:08:04_21h:07m:13s,116N,-25S,71Avg,90Nf,-46Sf,68Avgf
1998:08:14_21h:07m:13s,119N,-36S,78Avg,89Nf,-46Sf,68Avgf
1998:08:24_21h:07m:13s,120N,-28S,74Avg,89Nf,-46Sf,67Avgf
1998:09:03_21h:07m:13s,127N,-22S,74Avg,88Nf,-46Sf,67Avgf
1998:09:13_21h:07m:13s,126N,-10S,68Avg,87Nf,-45Sf,66Avgf
1998:09:23_21h:07m:13s,135N,-4S,70Avg,86Nf,-45Sf,66Avgf
1998:10:03_21h:07m:13s,126N,-2S,64Avg,86Nf,-45Sf,65Avgf
1998:10:13_21h:07m:13s,121N,1S,60Avg,85Nf,-44Sf,64Avgf
1998:10:23_21h:07m:13s,110N,-3S,57Avg,84Nf,-44Sf,64Avgf
1998:11:02_21h:07m:13s,95N,-5S,50Avg,83Nf,-43Sf,63Avgf
1998:11:12_21h:07m:13s,74N,-1S,38Avg,82Nf,-43Sf,62Avgf
1998:11:22_21h:07m:13s,64N,-27S,45Avg,80Nf,-42Sf,61Avgf
1998:12:02_21h:07m:13s,58N,-16S,37Avg,79Nf,-41Sf,60Avgf
1998:12:12_21h:07m:13s,69N,-30S,49Avg,78Nf,-41Sf,59Avgf
1998:12:22_21h:07m:13s,51N,-47S,49Avg,77Nf,-40Sf,58Avgf
1999:01:01_21h:07m:13s,53N,-73S,63Avg,75Nf,-39Sf,57Avgf
1999:01:11_21h:07m:13s,29N,-92S,61Avg,74Nf,-38Sf,56Avgf
1999:01:21_21h:07m:13s,39N,-90S,64Avg,72Nf,-37Sf,55Avgf
1999:01:31_21h:07m:13s,55N,-83S,69Avg,71Nf,-36Sf,53Avgf
1999:02:10_21h:07m:13s,53N,-78S,66Avg,69Nf,-35Sf,52Avgf
1999:02:20_21h:07m:13s,59N,-74S,67Avg,67Nf,-34Sf,50Avgf
1999:03:02_21h:07m:13s,24N,-77S,50Avg,65Nf,-32Sf,49Avgf
1999:03:12_21h:07m:13s,16N,-89S,53Avg,64Nf,-31Sf,47Avgf
1999:03:22_21h:07m:13s,16N,-77S,46Avg,62Nf,-30Sf,46Avgf
1999:04:01_21h:07m:13s,19N,-74S,46Avg,60Nf,-29Sf,44Avgf
1999:04:11_21h:07m:13s,38N,-61S,50Avg,58Nf,-28Sf,43Avgf
1999:04:21_21h:07m:13s,39N,-61S,50Avg,56Nf,-26Sf,41Avgf
1999:05:01_21h:07m:13s,38N,-55S,46Avg,54Nf,-25Sf,39Avgf
1999:05:11_21h:07m:13s,35N,-61S,48Avg,52Nf,-24Sf,38Avgf
1999:05:21_21h:07m:13s,49N,-48S,49Avg,50Nf,-22Sf,36Avgf
1999:05:31_21h:07m:13s,70N,-22S,46Avg,48Nf,-21Sf,34Avgf
1999:06:10_21h:07m:13s,72N,1S,36Avg,46Nf,-20Sf,33Avgf
1999:06:20_21h:07m:13s,78N,-1S,39Avg,44Nf,-18Sf,31Avgf
1999:06:30_21h:07m:13s,77N,9S,34Avg,42Nf,-17Sf,29Avgf
1999:07:10_21h:07m:13s,67N,25S,21Avg,40Nf,-15Sf,28Avgf
1999:07:20_21h:07m:13s,61N,27S,17Avg,38Nf,-14Sf,26Avgf
1999:07:30_21h:07m:13s,59N,34S,13Avg,36Nf,-13Sf,24Avgf
1999:08:09_21h:07m:13s,71N,45S,13Avg,35Nf,-11Sf,23Avgf
1999:08:19_21h:07m:13s,76N,49S,14Avg,33Nf,-10Sf,21Avgf
1999:08:29_21h:07m:13s,77N,44S,17Avg,31Nf,-8Sf,20Avgf
1999:09:08_21h:07m:13s,70N,36S,17Avg,30Nf,-7Sf,18Avgf
1999:09:18_21h:07m:13s,58N,30S,14Avg,28Nf,-6Sf,17Avgf
1999:09:28_21h:07m:13s,42N,28S,7Avg,27Nf,-4Sf,15Avgf
1999:10:08_21h:07m:13s,16N,24S,-4Avg,25Nf,-3Sf,14Avgf
1999:10:18_21h:07m:13s,16N,28S,-6Avg,24Nf,-1Sf,13Avgf
1999:10:28_21h:07m:13s,11N,-1S,6Avg,23Nf,-0Sf,11Avgf
1999:11:07_21h:07m:13s,20N,-7S,13Avg,22Nf,1Sf,10Avgf
1999:11:17_21h:07m:13s,-0N,-10S,5Avg,20Nf,2Sf,9Avgf
1999:11:27_21h:07m:13s,-18N,3S,-10Avg,19Nf,4Sf,8Avgf
1999:12:07_21h:07m:13s,4N,4S,-0Avg,18Nf,5Sf,7Avgf
1999:12:17_21h:07m:13s,2N,-4S,3Avg,17Nf,6Sf,6Avgf
1999:12:27_21h:07m:13s,10N,0S,5Avg,16Nf,7Sf,5Avgf
2000:01:06_21h:07m:13s,-6N,-13S,3Avg,15Nf,8Sf,4Avgf
2000:01:16_21h:07m:13s,16N,1S,7Avg,14Nf,9Sf,3Avgf
2000:01:26_21h:07m:13s,-5N,20S,-13Avg,13Nf,10Sf,2Avgf
2000:02:05_21h:07m:13s,-2N,-1S,-0Avg,12Nf,11Sf,1Avgf
2000:02:15_21h:07m:13s,-26N,-5S,-10Avg,11Nf,11Sf,-0Avgf
2000:02:25_21h:07m:13s,-38N,-34S,-2Avg,10Nf,12Sf,-1Avgf
2000:03:06_21h:07m:13s,-46N,-43S,-2Avg,9Nf,13Sf,-2Avgf
2000:03:16_21h:07m:13s,-17N,-39S,11Avg,8Nf,13Sf,-3Avgf
2000:03:26_21h:07m:13s,-15N,-31S,8Avg,7Nf,14Sf,-3Avgf
2000:04:05_21h:07m:13s,-0N,-19S,9Avg,6Nf,14Sf,-4Avgf
2000:04:15_21h:07m:13s,-13N,-33S,10Avg,5Nf,14Sf,-5Avgf
2000:04:25_21h:07m:13s,-24N,-27S,2Avg,3Nf,15Sf,-6Avgf
2000:05:05_21h:07m:13s,-10N,-15S,2Avg,2Nf,15Sf,-6Avgf
2000:05:15_21h:07m:13s,-6N,13S,-9Avg,1Nf,15Sf,-7Avgf
2000:05:25_21h:07m:13s,7N,8S,-1Avg,-1Nf,15Sf,-8Avgf
2000:06:04_21h:07m:13s,12N,12S,0Avg,-2Nf,15Sf,-9Avgf
2000:06:14_21h:07m:13s,16N,12S,2Avg,-4Nf,15Sf,-9Avgf
2000:06:24_21h:07m:13s,12N,22S,-5Avg,-6Nf,15Sf,-10Avgf
2000:07:04_21h:07m:13s,12N,40S,-14Avg,-7Nf,15Sf,-11Avgf
2000:07:14_21h:07m:13s,22N,46S,-12Avg,-9Nf,14Sf,-12Avgf
2000:07:24_21h:07m:13s,22N,41S,-9Avg,-11Nf,14Sf,-13Avgf
2000:08:03_21h:07m:13s,31N,45S,-7Avg,-13Nf,14Sf,-13Avgf
2000:08:13_21h:07m:13s,25N,33S,-4Avg,-15Nf,14Sf,-14Avgf
2000:08:23_21h:07m:13s,24N,40S,-8Avg,-17Nf,13Sf,-15Avgf
2000:09:02_21h:07m:13s,23N,43S,-10Avg,-19Nf,13Sf,-16Avgf
2000:09:12_21h:07m:13s,37N,66S,-14Avg,-21Nf,13Sf,-17Avgf
2000:09:22_21h:07m:13s,28N,74S,-23Avg,-23Nf,13Sf,-18Avgf
2000:10:02_21h:07m:13s,10N,62S,-26Avg,-25Nf,12Sf,-19Avgf
2000:10:12_21h:07m:13s,10N,60S,-25Avg,-28Nf,12Sf,-20Avgf
2000:10:22_21h:07m:13s,-6N,49S,-28Avg,-30Nf,12Sf,-21Avgf
2000:11:01_21h:07m:13s,-13N,58S,-36Avg,-32Nf,12Sf,-22Avgf
2000:11:11_21h:07m:13s,-30N,53S,-42Avg,-34Nf,12Sf,-23Avgf
2000:11:21_21h:07m:13s,-48N,43S,-46Avg,-36Nf,12Sf,-24Avgf
2000:12:01_21h:07m:13s,-35N,24S,-30Avg,-39Nf,11Sf,-25Avgf
2000:12:11_21h:07m:13s,-34N,-14S,-10Avg,-41Nf,11Sf,-26Avgf
2000:12:21_21h:07m:13s,-47N,-22S,-12Avg,-43Nf,12Sf,-27Avgf
2000:12:31_21h:07m:13s,-49N,-18S,-16Avg,-45Nf,12Sf,-28Avgf
2001:01:10_21h:07m:13s,-76N,-17S,-30Avg,-47Nf,12Sf,-29Avgf
2001:01:20_21h:07m:13s,-75N,-34S,-21Avg,-49Nf,12Sf,-30Avgf
2001:01:30_21h:07m:13s,-103N,-27S,-38Avg,-50Nf,12Sf,-31Avgf
2001:02:09_21h:07m:13s,-108N,-28S,-40Avg,-52Nf,13Sf,-32Avgf
2001:02:19_21h:07m:13s,-103N,-14S,-45Avg,-53Nf,13Sf,-33Avgf
2001:03:01_21h:07m:13s,-78N,-20S,-29Avg,-55Nf,14Sf,-34Avgf
2001:03:11_21h:07m:13s,-82N,-20S,-31Avg,-56Nf,14Sf,-35Avgf
2001:03:21_21h:07m:13s,-84N,-24S,-30Avg,-57Nf,15Sf,-36Avgf
2001:03:31_21h:07m:13s,-94N,-36S,-29Avg,-58Nf,16Sf,-37Avgf
2001:04:10_21h:07m:13s,-100N,-27S,-37Avg,-58Nf,17Sf,-38Avgf
2001:04:20_21h:07m:13s,-105N,-7S,-49Avg,-59Nf,18Sf,-38Avgf
